admin_override_suspend_auto_approval,attached_job_description,avatar_url,bounty_categories,bounty_owner_address,bounty_type,can_remarket,can_submit_after_expiration_date,canceled_bounty_reason,canceled_on,created_on,current_bounty,description_length,duration_create_to_expire,experience_level,expires_date,expires_date_ymd,featuring_date,fulfillment_accepted_on,fulfillment_started_on,fulfillment_submitted_on,funder_last_messaged_on,funding_organisation,github_comments,github_issue_number,github_issue_state,github_org_name,github_repo_name,github_url,idx_status,is_featured,is_issue_closed,is_open,is_paid,is_reserved,is_success,keywords,modified_on,needs_review,network,now,number_of_activities,number_of_fulfillments,number_of_interests,org_name,paid,permission_type,pk,project_length,project_type,repo_type,reserved_for_user_handle,standard_bounties_id,status,title,token_address,token_name,token_value_in_usdt,token_value_time_peg,url,value_in_eth,value_in_token,value_in_usdt,value_in_usdt_now,value_true,web3_created,web3_created_ymd,web3_type
FALSE,https://status.im/jobs,https://gitcoin.co/dynamic/avatar/embark-framework,[],0xa02378ca1c24767ecd776aafec02158a30dc01ac,Improvement,FALSE,TRUE,,null,2019-03-10T09:57:43.948748Z,TRUE,723,30,Intermediate,2018-10-31T13:19:27Z,2018-10-31T00:00:00.000Z,null,2018-10-18T17:21:37.401532Z,2018-10-01T13:30:03.737293Z,2018-10-18T15:38:41.188554Z,null,Status,4,943,closed,embark-framework,embark,https://github.com/embark-framework/embark/issues/943,done,FALSE,TRUE,FALSE,1,null,1,"Embark, ENS, Domains, Contracts",2021-01-19T22:47:14.313027Z,TRUE,mainnet,2021-01-20T16:15:01.413939Z,9,1,1,embark-framework,"[""subramanianv""]",approval,10415,Days,traditional,public,,1314,done,support eth domains in contract deploy params,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T13:19:27Z,https://gitcoin.co/issue/embark-framework/embark/943/1314,0.13,1.8E+20,180,180,180,2018-10-01T13:19:27Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://status.im/jobs,https://gitcoin.co/dynamic/avatar/embark-framework,[],0xa02378ca1c24767ecd776aafec02158a30dc01ac,Improvement,FALSE,TRUE,,null,2019-03-10T09:57:49.099443Z,TRUE,707,30,Intermediate,2018-10-31T13:21:17Z,2018-10-31T00:00:00.000Z,null,2018-11-05T15:29:46.955646Z,2018-10-01T20:29:48.061426Z,2018-11-05T15:29:46.955654Z,null,Status,6,942,open,embark-framework,embark,https://github.com/embark-framework/embark/issues/942,done,FALSE,FALSE,FALSE,1,null,1,"Embark, solc, Contracts, Profiling",2021-01-19T22:47:01.522230Z,FALSE,mainnet,2021-01-20T16:15:01.523941Z,10,1,1,embark-framework,"[""cryptomental""]",approval,10416,Days,traditional,public,,1315,done,contract profiler not working when embark-solc plugin is installed,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T13:21:17Z,https://gitcoin.co/issue/embark-framework/embark/942/1315,0.13,1.8E+20,180,180,180,2018-10-01T13:21:17Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://status.im/jobs,https://gitcoin.co/dynamic/avatar/embark-framework,[],0xa02378ca1c24767ecd776aafec02158a30dc01ac,Feature,FALSE,TRUE,,null,2019-03-10T09:57:54.842011Z,TRUE,494,30,Intermediate,2018-10-31T13:24:01Z,2018-10-31T00:00:00.000Z,null,2018-12-11T19:44:05.502086Z,2018-10-01T16:19:00.170320Z,2018-10-24T02:52:23.768811Z,null,Status,29,937,closed,embark-framework,embark,https://github.com/embark-framework/embark/issues/937,done,FALSE,TRUE,FALSE,1,null,1,"VueJS, Embark, template",2021-01-19T22:46:49.598118Z,TRUE,mainnet,2021-01-20T16:15:01.639764Z,11,1,2,embark-framework,"[""santteegt""]",approval,10417,Days,traditional,public,,1316,done,support generating embark demo in vue.js,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T13:24:01Z,https://gitcoin.co/issue/embark-framework/embark/937/1316,0.13,1.8E+20,180,180,180,2018-10-01T13:24:01Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://status.im/jobs,https://gitcoin.co/dynamic/avatar/embark-framework,[],0xa02378ca1c24767ecd776aafec02158a30dc01ac,Improvement,FALSE,TRUE,,null,2019-03-10T09:58:01.655932Z,TRUE,973,30,Intermediate,2018-10-31T13:25:15Z,2018-10-31T00:00:00.000Z,null,2018-10-07T17:31:39.914265Z,2018-10-04T18:57:03.172434Z,2018-10-07T16:55:57.993935Z,null,Status,12,938,closed,embark-framework,embark,https://github.com/embark-framework/embark/issues/938,done,FALSE,TRUE,FALSE,1,null,1,Contracts. Embark,2021-01-19T22:46:37.593158Z,TRUE,mainnet,2021-01-20T16:15:01.993443Z,14,1,1,embark-framework,"[""cryptomental""]",approval,10418,Days,traditional,public,,1317,done,track field in contracts configuration,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T13:25:15Z,https://gitcoin.co/issue/embark-framework/embark/938/1317,0.13,1.8E+20,180,180,180,2018-10-01T13:25:15Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://status.im/jobs,https://gitcoin.co/dynamic/avatar/embark-framework,[],0xa02378ca1c24767ecd776aafec02158a30dc01ac,Feature,FALSE,TRUE,,null,2019-03-10T09:58:06.562060Z,TRUE,557,120,Intermediate,2019-01-29T13:27:22Z,2019-01-29T00:00:00.000Z,null,2018-12-14T18:22:30.734630Z,2018-11-17T13:25:26.993983Z,2018-12-14T18:15:33.539648Z,null,Status,14,940,closed,embark-framework,embark,https://github.com/embark-framework/embark/issues/940,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, Webserver, Embark",2021-01-19T22:46:25.776541Z,TRUE,mainnet,2021-01-20T16:15:02.148246Z,30,1,1,embark-framework,"[""pvgupta24""]",approval,10419,Days,traditional,public,,1318,done,support https dev webserver,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T13:27:22Z,https://gitcoin.co/issue/embark-framework/embark/940/1318,0.13,1.8E+20,180,180,180,2018-10-01T13:27:22Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://status.im/jobs,https://gitcoin.co/dynamic/avatar/embark-framework,[],0xa02378ca1c24767ecd776aafec02158a30dc01ac,Feature,FALSE,TRUE,,null,2019-03-10T09:58:12.079684Z,TRUE,512,30,Intermediate,2018-10-31T13:28:41Z,2018-10-31T00:00:00.000Z,null,2018-10-18T17:12:46.106104Z,2018-10-02T02:02:45.567467Z,2018-10-12T06:07:57.872208Z,null,Status,7,939,closed,embark-framework,embark,https://github.com/embark-framework/embark/issues/939,done,FALSE,TRUE,FALSE,1,null,1,"Console. Embark, CLI",2021-01-19T22:46:13.825131Z,TRUE,mainnet,2021-01-20T16:15:02.275080Z,15,1,2,embark-framework,"[""cryptomental""]",approval,10420,Days,traditional,public,,1319,done,Support command history in the console,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T13:28:41Z,https://gitcoin.co/issue/embark-framework/embark/939/1319,0.13,1.8E+20,180,180,180,2018-10-01T13:28:41Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/blockchain-etl,[],0x9ace976f2f06f2d2815a93f1866011007171fdb2,,FALSE,TRUE,,null,2019-03-10T09:58:18.379416Z,TRUE,1649,365,,2019-10-01T14:43:39Z,2019-10-01T00:00:00.000Z,null,2018-10-11T17:03:09.271275Z,2018-10-01T21:07:38.979126Z,2018-10-11T07:32:05.252023Z,null,Ethereum Community Fund via ECF Web 3.0 Infrastructure Fund fund,18,53,closed,blockchain-etl,ethereum-etl,https://github.com/blockchain-etl/ethereum-etl/issues/53,done,FALSE,TRUE,FALSE,1,null,1,"Python, Shell",2021-01-19T22:46:01.335192Z,FALSE,mainnet,2021-01-20T16:15:02.400115Z,12,1,3,blockchain-etl,"[""evgeniuz""]",approval,10421,Unknown,traditional,public,,1320,done,Add support for internal transactions,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-01T14:43:39Z,https://gitcoin.co/issue/blockchain-etl/ethereum-etl/53/1320,0.29,4E+20,400,400,400,2018-10-01T14:43:39Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://wiki.aragon.org/jobs/,https://gitcoin.co/dynamic/avatar/aragon,[],0xe31a0b2cab18a62295a855c44955d1e99fe6dd1d,Other,FALSE,TRUE,,null,2019-03-10T09:58:26.151570Z,TRUE,4918,30,Beginner,2018-10-31T16:39:36Z,2018-10-31T00:00:00.000Z,null,2018-10-24T17:27:35.907196Z,2018-10-01T17:46:10.263132Z,2018-10-01T18:59:25.304292Z,null,Aragon Project,3,215,closed,aragon,aragon-monthly,https://github.com/aragon/aragon-monthly/issues/215,done,FALSE,TRUE,FALSE,1,null,1,"aragon, monthly, non-code",2021-01-19T22:45:49.790760Z,FALSE,mainnet,2021-01-20T16:15:02.528924Z,13,2,4,aragon,"[""dxiri""]",permissionless,10422,Hours,contest,public,,1321,done,Editor: Compile Issue 09 of Aragon Monthly ,0x960b236a07cf122663c4303350609a66a7b288c0,ANT,0.86,2018-10-01T16:39:36Z,https://gitcoin.co/issue/aragon/aragon-monthly/215/1321,0.59,1E+20,86.12,367.8,100,2018-10-01T16:39:36Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/aionnetwork,[],0x37177ce9719a51386fd86d3085485ed1b56529b2,Improvement,FALSE,TRUE,,null,2019-03-10T09:58:38.196531Z,TRUE,6487,180,Beginner,2019-03-30T21:16:47Z,2019-03-30T00:00:00.000Z,null,2018-10-16T15:50:44.058852Z,2018-10-06T05:59:16.232322Z,2018-10-16T13:39:56.399573Z,null,Aion Foundation,3,634,closed,aionnetwork,aion,https://github.com/aionnetwork/aion/issues/634,done,FALSE,TRUE,FALSE,1,null,1,"Java, C, C++, CSS, Shell, Makefile, Python, CMake, Roff, Visual Basic, HTML, Dockerfile, Batchfile",2021-01-19T22:45:38.293113Z,TRUE,mainnet,2021-01-20T16:15:02.624094Z,8,1,1,aionnetwork,"[""satran004""]",approval,10424,Hours,traditional,public,,1323,done,eth_signtransaction RPC method not implemented,0x4CEdA7906a5Ed2179785Cd3A40A69ee8bc99C466,AION,0.42,2018-10-01T21:16:47Z,https://gitcoin.co/issue/aionnetwork/aion/634/1323,null,20500000000,86.86,56.54,205,2018-10-01T21:16:47Z,2018-10-01T00:00:00.000Z,bounties_network
FALSE,https://unlock-protocol.com/jobs/,https://gitcoin.co/dynamic/avatar/unlock-protocol,[],0x33ab07df7f09e793ddd1e9a25b079989a557119a,Improvement,TRUE,TRUE,,null,2019-03-10T09:58:45.639005Z,TRUE,330,365,Intermediate,2019-10-02T01:06:51Z,2019-10-02T00:00:00.000Z,null,null,null,null,null,,8,245,closed,unlock-protocol,unlock,https://github.com/unlock-protocol/unlock/issues/245,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, React",2021-01-19T22:45:26.821125Z,FALSE,mainnet,2021-01-20T16:15:02.731251Z,18,0,0,unlock-protocol,"[""cellog""]",approval,10425,Hours,traditional,public,,1325,done,add USD values to lock,0x0000000000000000000000000000000000000000,ETH,231.07,2018-10-02T01:06:51Z,https://gitcoin.co/issue/unlock-protocol/unlock/245/1325,0.5,5E+17,115.53,688.38,0.5,2018-10-02T01:06:51Z,2018-10-02T00:00:00.000Z,bounties_network
FALSE,https://unlock-protocol.com/jobs/,https://gitcoin.co/dynamic/avatar/unlock-protocol,[],0x33ab07df7f09e793ddd1e9a25b079989a557119a,,FALSE,TRUE,,null,2019-03-10T09:58:49.374951Z,TRUE,420,365,Beginner,2019-10-02T01:13:26Z,2019-10-02T00:00:00.000Z,null,2018-12-08T08:58:29.708424Z,2018-11-26T23:15:54.647271Z,2018-12-06T12:40:48.694541Z,null,,20,219,closed,unlock-protocol,unlock,https://github.com/unlock-protocol/unlock/issues/219,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, CSS, SVG",2021-01-19T22:45:14.901086Z,TRUE,mainnet,2021-01-20T16:15:02.831355Z,20,1,1,unlock-protocol,"[""cnasc""]",approval,10426,Hours,traditional,public,,1326,done,Customize position of circles,0x0000000000000000000000000000000000000000,ETH,231.07,2018-10-02T01:13:26Z,https://gitcoin.co/issue/unlock-protocol/unlock/219/1326,0.3,3E+17,69.32,413.03,0.3,2018-10-02T01:13:26Z,2018-10-02T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x00de4b13153673bcae2616b67bf822500d325fc3,,FALSE,TRUE,,null,2019-03-10T09:58:54.231738Z,TRUE,320,365,,2019-10-02T01:58:39Z,2019-10-02T00:00:00.000Z,null,2018-10-03T14:37:46.000044Z,2018-10-02T20:20:32.995309Z,2018-10-03T04:40:39.467837Z,null,,11,2150,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/2150,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T22:45:02.077097Z,FALSE,mainnet,2021-01-20T16:15:02.928447Z,11,1,1,gitcoinco,"[""evgeniuz""]",permissionless,10427,Unknown,traditional,public,,1327,done,bug - avatar is wrong skin color,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-02T01:58:39Z,https://gitcoin.co/issue/gitcoinco/web/2150/1327,0.04,5E+19,50,50,50,2018-10-02T01:58:39Z,2018-10-02T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x5df67bdf139abc95b0b3a5851875a73a5e722c0e,Improvement,FALSE,TRUE,,null,2019-03-10T09:58:59.249442Z,TRUE,419,180,Intermediate,2019-03-30T16:49:16Z,2019-03-30T00:00:00.000Z,null,2018-11-09T20:21:28.410267Z,2018-10-02T11:47:03.728468Z,2018-11-09T19:49:32.379874Z,null,Gitcoin,24,2239,closed,gitcoinco,web,https://github.com/gitcoinco/web/pull/2239,done,FALSE,TRUE,FALSE,1,null,1,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T22:44:50.499570Z,TRUE,mainnet,2021-01-20T16:15:03.043090Z,13,1,1,gitcoinco,"[""nedelescuvlad"",""NedelescuVlad""]",approval,10428,Days,traditional,public,,1328,done,funder_dashboard: core setup,0x0000000000000000000000000000000000000000,ETH,229.07,2018-10-01T16:49:16Z,https://gitcoin.co/issue/gitcoinco/web/2239/1328,0.38,3.8E+17,87.05,523.17,0.38,2018-10-01T16:49:16Z,2018-10-01T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/rubyforgood,[],0x60206c1f2b51ac470cb0f71323474f7f9e4772e1,,FALSE,TRUE,,2019-01-28T05:38:30.820265Z,2019-03-10T09:59:03.735302Z,TRUE,4487,365,,2019-10-02T19:12:06Z,2019-10-02T00:00:00.000Z,null,null,2019-01-05T22:36:38.674111Z,null,null,Hacktoberfest 🎃,15,478,closed,rubyforgood,diaper,https://github.com/rubyforgood/diaper/issues/478,done,FALSE,TRUE,FALSE,1,null,1,"Ruby, HTML, CSS, JavaScript, CoffeeScript, Shell, Dockerfile",2021-01-19T22:44:39.413824Z,TRUE,mainnet,2021-01-20T16:15:03.164456Z,19,0,1,rubyforgood,"[""pbteja1998""]",approval,10429,Unknown,traditional,public,,1329,done,[COMPLETE] Create new annual inventory auditing tool,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-02T19:12:06Z,https://gitcoin.co/issue/rubyforgood/diaper/478/1329,0.05,7.5E+19,75,75,75,2018-10-02T19:12:06Z,2018-10-02T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/rchain,[],0x81383939c0bfbefc87039575716c140ce40af3a3,Design,FALSE,TRUE,,null,2019-03-10T09:59:17.026827Z,TRUE,981,30,Intermediate,2018-11-02T03:14:18Z,2018-11-02T00:00:00.000Z,null,null,2018-10-03T19:59:25.498609Z,null,null,Joshy Orndorff,4,43,closed,rchain,marketing,https://github.com/rchain/marketing/issues/43,cancelled,FALSE,TRUE,TRUE,0,null,0,"HTML, CSS, JavaScript",2021-01-19T22:44:28.133210Z,FALSE,mainnet,2021-01-20T16:15:03.260257Z,12,0,8,rchain,[],permissionless,10431,Hours,contest,public,,1331,cancelled,Make the technical roadmap look presentable,0x168296bb09e24a88805cb9c33356536b980d3fc5,RHOC,0.2,2018-10-03T03:14:18Z,https://gitcoin.co/issue/rchain/marketing/43/1331,null,40000000000,79.16,4.39,400,2018-10-03T03:14:18Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x00de4b13153673bcae2616b67bf822500d325fc3,Improvement,FALSE,TRUE,,null,2019-03-10T09:59:34.910285Z,TRUE,1853,30,Beginner,2018-11-02T04:11:11Z,2018-11-02T00:00:00.000Z,null,null,2018-10-03T20:06:56.802813Z,2018-10-05T00:17:39.480874Z,null,,58,2333,open,gitcoinco,web,https://github.com/gitcoinco/web/issues/2333,done,FALSE,FALSE,FALSE,1,null,1,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T22:44:17.040132Z,FALSE,mainnet,2021-01-20T16:15:03.357345Z,28,3,3,gitcoinco,"[""Dgilliams"",""jakerockland"",""gianni-dalerta""]",permissionless,10433,Hours,cooperative,public,,1333,done,New Avatar Assets -- October 2018 Edition,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-03T04:11:11Z,https://gitcoin.co/issue/gitcoinco/web/2333/1333,0.36,5E+20,500,500,500,2018-10-03T04:11:11Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/LimeChain,[],0x9ace976f2f06f2d2815a93f1866011007171fdb2,,FALSE,TRUE,,null,2019-03-10T09:59:43.202828Z,TRUE,471,365,,2019-10-03T11:36:34Z,2019-10-03T00:00:00.000Z,null,2019-01-16T15:33:32.318181Z,2019-01-07T23:34:32.199841Z,2019-01-08T16:59:55.138702Z,null, Ethereum Community Fund via ECF Web 3.0 Infrastructure Fund,26,31,closed,LimeChain,etherlime,https://github.com/LimeChain/etherlime/issues/31,open,FALSE,TRUE,FALSE,0,null,0,JavaScript,2021-01-19T22:44:05.233094Z,TRUE,mainnet,2021-01-20T16:15:03.474646Z,25,2,1,LimeChain,[],approval,10434,Unknown,traditional,public,,1334,open,Add setters for optional parameters for the deployers,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2021-01-19T22:44:05.247938Z,https://gitcoin.co/issue/LimeChain/etherlime/31/1334,0.11,1.5E+20,150,150,150,2018-10-03T11:36:34Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x5df67bdf139abc95b0b3a5851875a73a5e722c0e,,FALSE,TRUE,,null,2019-03-10T09:59:49.740991Z,TRUE,1926,90,Intermediate,2019-01-01T11:39:38Z,2019-01-01T00:00:00.000Z,null,null,2018-10-04T13:55:13.361888Z,2018-10-07T03:02:48.818407Z,null,,3,2294,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/2294,done,FALSE,TRUE,TRUE,1,null,1,"JavaScript, Python, HTML, CSS,",2021-01-19T22:43:53.603361Z,FALSE,mainnet,2021-01-20T16:15:03.545946Z,17,1,1,gitcoinco,"[""Anish-Agnihotri""]",approval,10435,Days,traditional,public,,1336,done,"Advanced Payout - Default to Bountied Amount for Payment, Add Guidance on Overage",0x0000000000000000000000000000000000000000,ETH,220.72,2018-10-03T11:39:38Z,https://gitcoin.co/issue/gitcoinco/web/2294/1336,0.7,7E+17,154.5,963.73,0.7,2018-10-03T11:39:38Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/rubyforgood,[],0x60206c1f2b51ac470cb0f71323474f7f9e4772e1,,FALSE,TRUE,,null,2019-03-10T09:59:58.231053Z,TRUE,920,365,,2019-10-03T17:54:34Z,2019-10-03T00:00:00.000Z,null,2018-10-08T23:58:43.656226Z,2018-10-03T18:19:46.239109Z,2018-10-08T23:58:43.656240Z,null,Hacktoberfest 🎃,8,486,closed,rubyforgood,diaper,https://github.com/rubyforgood/diaper/issues/486,done,FALSE,TRUE,FALSE,1,null,1,"Ruby, HTML, CSS, JavaScript, CoffeeScript, Shell, Dockerfile",2021-01-19T22:43:42.391092Z,FALSE,mainnet,2021-01-20T16:15:03.634836Z,10,1,1,rubyforgood,"[""oystersauce8""]",approval,10436,Unknown,traditional,public,,1339,done,Requests and distributions,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-03T17:54:34Z,https://gitcoin.co/issue/rubyforgood/diaper/486/1339,0.09,1.25E+20,125,125,125,2018-10-03T17:54:34Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/ethereum,[],0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Improvement,FALSE,TRUE,,null,2019-03-10T10:00:04.298058Z,TRUE,2371,90,Intermediate,2019-01-01T20:04:45Z,2019-01-01T00:00:00.000Z,null,2018-11-09T03:10:26.576880Z,2018-10-04T00:10:27.285460Z,2018-11-09T02:24:15.869090Z,null,,9,17816,closed,ethereum,go-ethereum,https://github.com/ethereum/go-ethereum/issues/17816,done,FALSE,TRUE,FALSE,1,null,1,"Go, C, JavaScript, C++, Assembly, Python, Java, M4, NSIS, Shell, Solidity, HTML, Makefile, Dockerfile, Ruby, Perl, CSS",2021-01-19T22:43:30.976033Z,TRUE,mainnet,2021-01-20T16:15:03.763022Z,16,1,2,ethereum,"[""bakaoh""]",approval,10437,Hours,traditional,public,,1340,done,Add encryption methods ,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-03T20:04:45Z,https://gitcoin.co/issue/ethereum/go-ethereum/17816/1340,0.44,6E+20,600,600,600,2018-10-03T20:04:45Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/ConsenSys,[],0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,Documentation,FALSE,TRUE,,null,2019-03-10T10:00:12.761912Z,TRUE,843,30,Intermediate,2018-11-02T20:14:37Z,2018-11-02T00:00:00.000Z,null,2018-10-17T21:47:48.700427Z,2018-10-04T16:08:33.821255Z,2018-10-17T21:47:48.700435Z,null,,8,172,closed,ConsenSys,smart-contract-best-practices,https://github.com/ConsenSys/smart-contract-best-practices/issues/172,done,FALSE,TRUE,FALSE,1,null,1,HTML,2021-01-19T22:43:19.555968Z,TRUE,mainnet,2021-01-20T16:15:03.988394Z,13,1,2,ConsenSys,"[""destiner""]",approval,10438,Days,traditional,public,,1341,done,Meta Issue for Gitcoin Bounty,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-03T20:14:37Z,https://gitcoin.co/issue/ConsenSys/smart-contract-best-practices/172/1341,0.36,5E+20,500,500,500,2018-10-03T20:14:37Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,https://boards.greenhouse.io/consensys/jobs/1333457,https://gitcoin.co/dynamic/avatar/gitcoinco,[],0x00de4b13153673bcae2616b67bf822500d325fc3,Improvement,TRUE,TRUE,,2018-10-19T16:06:10.113351Z,2019-03-10T10:00:18.244284Z,TRUE,1435,365,Advanced,2019-10-03T21:20:07Z,2019-10-03T00:00:00.000Z,null,null,null,null,null,,8,2339,closed,gitcoinco,web,https://github.com/gitcoinco/web/issues/2339,cancelled,FALSE,TRUE,FALSE,0,null,0,"JavaScript, Python, HTML, CSS, Shell, Makefile, Dockerfile",2021-01-19T22:43:08.063267Z,TRUE,mainnet,2021-01-20T16:15:11.472727Z,9,0,0,gitcoinco,[],permissionless,10439,Hours,traditional,public,,1342,cancelled,Upgrade web3 python package to latest version,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-03T21:20:07Z,https://gitcoin.co/issue/gitcoinco/web/2339/1342,0.11,1.5E+20,150,150,150,2018-10-03T21:20:07Z,2018-10-03T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/angelleye,[],0xae3e98f67bd5d3d0e1c3bdc1fc17a591e36d9f8e,Bug,FALSE,TRUE,,null,2019-03-10T10:00:21.221806Z,TRUE,136,30,Beginner,2018-11-02T21:21:52Z,2018-11-02T00:00:00.000Z,null,null,2018-10-10T17:49:19.012013Z,null,null,,4,1,open,angelleye,sandbox,https://github.com/angelleye/sandbox/issues/1,started,FALSE,FALSE,TRUE,0,null,0,,2021-01-19T22:42:56.692953Z,TRUE,mainnet,2021-01-20T16:15:11.634203Z,42,0,2,angelleye,[],approval,10440,Hours,traditional,public,,1343,started,Bad link on website needs fixed. - TEST TICKET - NOT REAL!,0x0000000000000000000000000000000000000000,ETH,1376.75,2021-01-19T22:42:56.766565Z,https://gitcoin.co/issue/angelleye/sandbox/1/1343,0,3E+15,0,0,0,2018-10-03T21:21:52Z,2018-10-03T00:00:00.000Z,bounties_network
TRUE,,https://gitcoin.co/dynamic/avatar/ChainshotDapps,[],0x5924bd51ed5badfcb9694339c58854b75514e7b6,,FALSE,TRUE,,null,2019-03-10T10:00:41.798016Z,TRUE,375,30,,2018-11-03T14:03:35Z,2018-11-03T00:00:00.000Z,null,2018-10-09T08:32:10.584281Z,2018-10-04T19:02:40.206737Z,2018-10-08T19:37:37.876524Z,null,Ethereum Foundation,0,1,null,ChainshotDapps,content,https://github.com/ChainshotDapps/content/issues/1,done,FALSE,FALSE,FALSE,1,null,1,JavaScript,2021-01-19T22:42:45.877137Z,TRUE,mainnet,2021-01-20T16:15:11.749254Z,19,1,5,ChainshotDapps,"[""dan-nolan""]",approval,10441,Unknown,traditional,public,,1347,done,Merkle Tree Lesson,0x0000000000000000000000000000000000000000,ETH,224.26,2018-10-04T14:03:35Z,https://gitcoin.co/issue/ChainshotDapps/content/1/1347,45,4.5E+19,10091.7,61953.96,45,2018-10-04T14:03:35Z,2018-10-04T00:00:00.000Z,bounties_network
FALSE,,https://gitcoin.co/dynamic/avatar/EthWorks,[],0x9ace976f2f06f2d2815a93f1866011007171fdb2,,FALSE,TRUE,,null,2019-03-10T10:00:48.039102Z,TRUE,1339,365,,2019-10-04T14:14:59Z,2019-10-04T00:00:00.000Z,null,2018-10-10T17:18:20.352006Z,2018-10-04T17:47:17.210618Z,2018-10-09T02:01:02.802887Z,null,Ethereum Community Fund via ECF Web 3.0 Infrastructure Fund ,7,76,open,EthWorks,UniversalLoginSDK,https://github.com/EthWorks/UniversalLoginSDK/issues/76,done,FALSE,FALSE,FALSE,1,null,1,"JavaScript, CSS, Shell, HTML",2021-01-19T22:42:35.236146Z,FALSE,mainnet,2021-01-20T16:15:12.168387Z,7,1,2,EthWorks,"[""kyrrui""]",approval,10442,Unknown,traditional,public,,1348,done,Generating backup keys,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,DAI,1,2018-10-04T14:14:59Z,https://gitcoin.co/issue/EthWorks/UniversalLoginSDK/76/1348,0.25,3.5E+20,350,350,350,2018-10-04T14:14:59Z,2018-10-04T00:00:00.000Z,bounties_network
